BILIBILI2,ID,EQUAL,DATE,COMMENTS,,
BILIBILI2,97号车,男,2020-10-17 10:50,防弹少年团？真的防弹么？[阴险][阴险]上1130[支持],0,1
BILIBILI2,曦曦很nice啊,女,2020-10-17 10:40,借楼，BV1ra4y1j72f该up在评论区矮化志愿军，请求爆破,1,0
BILIBILI2,我的塔玛希,保密,2020-10-17 10:14,滚,0,0
BILIBILI2,喜塔腊飘咸,女,2020-10-17 10:07,请防弹少年团滚出中国,0,0
BILIBILI2,jtwww,女,2020-10-17 9:45,人也没来过啊，笑死,0,17
BILIBILI2,青水凉君-追梦星辰,保密,2020-10-17 9:27,"以史为鉴：还记得以前怎么揍你的么？
面向未来：还想再挨揍？
珍爱和平：请珍惜眼前的和平生活。
促进友好：想当我们敌人还是朋友？",1,0
BILIBILI2,灵魂蛇皮,女,2020-10-17 9:17,这个团包括这个团粉丝（脱粉的除外）以后见一次黑一次，一生黑,6,0
BILIBILI2,吴solomon,女,2020-10-17 9:06,滚吧,0,0
BILIBILI2,LexBurerFather,保密,2020-10-17 8:45,以前被他们粉丝骂过，感觉好爽[偷笑][偷笑],2,0
BILIBILI2,我叫金柱现,女,2020-10-17 7:58,你的视频我很喜欢，你的私信记得关[OK],2,0
BILIBILI2,碗瓶的姐妹会飞娘娘,女,2020-10-17 7:34,我觉得吧，追星仅仅是当做生活调味剂就够了，沉浸在虚幻中陷得太深不好，一些和你非亲非故甚至不在一个国家的靠唱歌跳舞挣你钱的艺人，咋就对你那么重要了，还自以为了解他们，傻不傻啊，你除了看镜头前的他们有私下和他们相处过吗，知道真实的他们是什么性格和想法吗？一起长大的人都不敢说完全了解对方你又凭什么呢？有的姐妹就是深陷幻想太深了，以至于拎不清。自以为经历了这件事都没脱粉是通过了对他们“真爱考验”的傻孩子，迟早有一天你回想起来会不忍直视。脱离饭圈保智商吧，天下好看和厉害的明星那么多，为什么就得吃洗脑包就得局限于所谓的衷心，对一个不认识的艺人有什么道理要抛弃三观抛弃国家对他们衷心的啊，遇人不淑咱换个人，他们不尊重中国又不是你不尊重，你清清白白一个人凭什么要替他们操心洗地？,5,0
BILIBILI2,muyanpu,保密,2020-10-17 6:13,他们是韩国人，我管不了，但是身为中国人，那些粉丝还有什么脸面在中国待着，难道你是韩国人吗，扭曲历史，侮辱烈士，你们书白读了,3,0
BILIBILI2,流放酱,女,2020-10-17 5:56,up记得关私信，B站搜防弹少年团你的视频排第二[支持],0,0
BILIBILI2,软木s,保密,2020-10-17 5:42,吐口口水,0,0
BILIBILI2,不知火沙亚,女,2020-10-17 5:42,无话可说，糊吧，哈哈哈哈,0,0
BILIBILI2,樱花树下妖,保密,2020-10-17 5:00,战争都是可怕的，更可怕是忘记战争带来的伤害，我爷爷是老革命了，记得爷爷跟我讲过他们当初100多人去的最后就回来了包括他在内的6个人，就回来了6个人呀，还有两个终身残疾，这群人还说什么带给韩美的伤害，呸,4,1
BILIBILI2,CowBigStrong,保密,2020-10-17 4:46,“阿米“一词即是我入坑时光的美好象征，同样也是我退坑以后的耻辱。看见官咖上韩国阿米对中国阿米的鼓励之词，差点儿没把我看吐了。还有那些至今还在等公司回应，相信某团的粉丝，不尊重你们国家的历史，践踏着你们的底线给你道歉你敢信吗？你觉得真诚吗？况且现在还没道歉，道歉也不是给中国粉丝道歉，是在给中国粉丝的钱道歉。中韩外交部都给回应了，珍爱和平，促进友好。对于粉丝来讲，心里这块儿伤疤可是擦不掉的。沾了屎的蛋糕，把屎擦了喂给你你吃得下去啊！反正我有底线，我吃不下去，别人怎样我管不着，科普了朝鲜战争历史和范弗里特奖的含义。现在再看他们我都有点儿膈应了。这件事情以后，防弹的性质已经发生变化了，他们现在就是政治宣传的工具人。我承认我曾经喜欢过他们，但现在是不会了，我可不会去相信理解什么与我国家站在对立面的人。现在还能保持体面，不去官咖回踩已经是遵循外交部发言人的指示了。现在以什么样的方式走进我的生活，就以什么样的方式离开我的生活。中国市场下架你们的商品理所当然，既然想挣钱就该尊重粉丝的立场，很显然你没有尊重，那就哪儿来的滚回哪儿去吧！事实证明我还是不适合追星。,11,0
BILIBILI2,记忆里菠萝味的糖果,保密,2020-10-17 4:21,谁能给我科普一下，这是哪几位,0,0
BILIBILI2,卿-诗虞,保密,2020-10-17 4:04,"《中国人民志愿军战歌》
雄赳赳，
气昂昂，
跨过鸭绿江。
保和平，
卫祖国，
就是保家乡。
中国好儿女，
齐心团结紧。
抗美援朝，
打败美帝野心狼！
雄赳赳，
气昂昂，
跨过鸭绿江。
保和平，
卫祖国，
就是保家乡。
中国好儿女，
齐心团结紧。
抗美援朝，
打败美帝野心狼！
野心狼！
雄赳赳，
气昂昂，
跨过鸭绿江。
保和平，
卫祖国，
就是保家乡。
中国好儿女，
齐心团结紧。
抗美援朝，
打败美帝野心狼！
雄赳赳，
气昂昂，
跨过鸭绿江。
保和平，
卫祖国，
就是保家乡。
中国好儿女，
齐心团结紧。
抗美援朝，
打败美帝野心狼！
野心狼！",8,0
BILIBILI2,狗三骨四悬五,男,2020-10-17 3:40,软骨头,1,0
BILIBILI2,智usagi,男,2020-10-17 2:55,建议把他们拉去太平间,0,0
BILIBILI2,我是暴风赤红,男,2020-10-17 2:18,防止文化入侵 ，路转黑，国家利益高于一切。为什么我们班微信群一堆女生在洗地,4,0
BILIBILI2,我是暴风赤红,男,2020-10-17 2:16,建议粉丝们滚去爱豆的国家看看你们的爱豆呕，中国不欢迎你们,1,0
BILIBILI2,努力变强的echo,保密,2020-10-17 2:11,朝鲜和中国人民表示？,0,0
BILIBILI2,云遮雾-,女,2020-10-17 1:38,请完蛋少年团滚出中国！,0,0
BILIBILI2,自由飞向宇宙的风筝,男,2020-10-17 1:33,https://b23.tv/D0QwU6 脑残粉洗白控评，请求友军支援,0,0
BILIBILI2,pmha829223,男,2020-10-17 0:25,我们生在中国，就肯定有中国的魂，我们生在中国，但却为何不知道为了中国而死亡的人呢?我们生在中国，为何就不知道这个中国领土是用什么铸成的？我们为何不知道几百万甚至几千万中国军人保卫这个960万平方公里这个数字，流了多少血?我们生在中国，就应该要知道中国。我们的根在中国，那我们的心也在中国。,1,0
BILIBILI2,pmha829223,男,2020-10-17 0:19,"I suggest the man who washed the floor. You can look through some history books to see how many thousands of Chinese soldiers have died in our Korean battlefield. Because of these dead people, we have China and our neighbor North Korea. Embrace Permanent peace. I can I&#39;m not ashamed to say that. Mom, if I say bulletproof youth is pro-American, that&#39;s what I&#39;m saying Not particularly radical, right. If I say an idol, What should it look like? I think it should be like playing for fans, not Which country to go to sufu",1,0
BILIBILI2,pmha829223,男,2020-10-17 0:14,"The bulletproof youth group, I want to ask you. Do you think the Korean war killed more Chinese soldiers, or did you The Korean-American coalition forces died a lot. Are you for peace, or are we for peace? Since you are for peace, why did you blow up our Yalu River Bridge in Dandong? Why has the war already burned to China? We&#39;re not invaders. We&#39;re just defending our country.",1,0
BILIBILI2,pmha829223,男,2020-10-17 0:10,"Bangtan Boys Then I want to ask you. Do you know how many Chinese soldiers died in the Korean war? If you don&#39;t know, I suggest you go through the history books, and don&#39;t force Lai Lai to say these stupid words here, okay?",0,0
BILIBILI2,少年大学习,保密,2020-10-16 17:54,https://b23.tv/1gDDe6牛，看这里居然是它们很爱种花家，举报删除吧，看了恶心,2,2
BILIBILI2,劳资是美女,保密,2020-10-16 17:34,八十万专辑，买不来个爸爸。做生意都不会。本来我就是防弹少年团的粉丝，可是这些言论真的令一个中国人感到ex，我只会选择自己的国家。,5,0
BILIBILI2,独角兽超努力,保密,2020-10-16 17:29,路转黑 永远的爬吧,2,0
BILIBILI2,问风问云,保密,2020-10-16 16:33,看到有人说只是立场不同，我真的有够无语。那你自己是哪国人呀？你连基本的底线都没有，朝鲜战争我们死了多少中国人你知道吗？你知道要不是他们的牺牲，你还能在这无脑发“立场不同而已”吗？他是韩国人和你身为一个中国人要维护自己的国家，请问有冲突吗？,5,0
BILIBILI2,无神论吾,保密,2020-10-16 16:11,防弹必糊,0,0
BILIBILI2,不好吃的圈圈,女,2020-10-16 15:55,BV1ra4y1j72f 一个12万粉的up，疯狂洗地删评。,5,0
BILIBILI2,听风惊落雨,保密,2020-10-16 15:51,国籍重要还是粉籍重要？国家重要还是爱豆重要？[微笑]这种根本问题都不清楚的话，建议直接转🇰🇷免烦恼呢亲。,1,0
BILIBILI2,咸鱼居士----,保密,2020-10-16 15:36,现在确实有很多粉丝依旧是说防弹没有错 对于这种政治尖锐问题 公司包括团体在内都是严重的辱华倾向 每位成员都有错误,2,0
BILIBILI2,刘京老婆,女,2020-10-16 15:23,看到他们这样说，其实内心除了愤怒和觉得他们愚蠢，没什么感觉了。但是能看到有中国粉丝替他们说话，真的！太心寒了。那些被战争摧残的面目全非的志愿军，被时代遗忘了吗？每天我们都在接受爱国教育，每周一我们看着冉冉升起的五星红旗，我们怎么能在这个时候，说出要站在他们的立场上思考问题！我爷爷在我小的时候，抗美援朝的故事讲了无数遍，作为中国人，必须铭记历史，不忘那些为祖国拼死拼活的战士,4,0
BILIBILI2,借条狗吧,男,2020-10-16 14:16,这tm少年[疑惑],4,2
BILIBILI2,垂水小荳,女,2020-10-16 14:11,看到题目进来点个赞,0,0
BILIBILI2,著名用户,保密,2020-10-16 14:03,"https://www.bilibili.com/video/BV1S54y1k7Y6
洗白视频",0,0
BILIBILI2,SHERBENNI,女,2020-10-16 14:01,BV1zk4y1C72J 最新官方视频解说,1,0
BILIBILI2,我们都有美好的未来,男,2020-10-16 13:32,韩国一个狗奴才国家而已！精韩的贱不贱呐？现在想对线教育韩狗都找不到这品种的狗啊！也太能藏了吧？,0,0
BILIBILI2,才华横溢辫儿哥哥,女,2020-10-16 13:28,自己丢脸就算了 代表韩国丢脸 我就不信韩国没有一个人学过这段历史 正常受过教育的人都不会说出这么没脑子的话,1,0
BILIBILI2,bks拜把子兄弟,女,2020-10-16 13:00,"【cp】#参考微评#【果然，美国还是出场了】#美国务院感谢防弹少年团#防弹少年团，一个多数国人并不那么熟悉的韩国娱乐圈明星组合，前几天因在颁奖典礼上的言论引爆中韩两国粉丝圈，甚至引来中韩外交部的回应。这种“出圈”之举，在令两国民间争论之余，美国国务院终于忍不住出场了，其发言人声称“感谢防弹少年团支持韩美关系”，满满的挑拨离间之意，充塞在字里行间。
        一段时期以来，只要是不利于中国及中外关系的任何风吹草动，都会浮现出美国人的身影。从这个意义上说，防弹少年团风波不过是美国人又捡到的一根靶子，我们不会任美胡来，但也没必要随之起舞。现在距离那场战争已经过去了七十年之久，中国外交部发言人在回应有关争议时已经明确表示，以史为鉴、面向未来、珍爱和平、促进友好，应该是我们共同的追求，值得我们共同努力。（十四心）#美国务院感谢防弹少年团支持韩美关系#【/cp】",1,1
BILIBILI2,珠光豹气,保密,2020-10-16 12:51,商女不知亡国恨，隔江犹唱后庭花,7,2
BILIBILI2,不-要-男-妈-妈,男,2020-10-16 12:40,"建议站着做事，不建议跪着追星。
                     ――转自b站用户 杨梅荔枝*",7,1
BILIBILI2,人间试炼,保密,2020-10-16 12:36,我爱中国人民志愿军,1,1
BILIBILI2,设定昵称成功的妮妮,保密,2020-10-16 12:15,88,0,0
BILIBILI2,吃饱喝足去头皮,男,2020-10-16 12:13,雄赳赳，气昂昂，横渡鸭绿江。保和平，卫祖国，就是保家乡。中华好儿女，齐心团结紧，抗美援朝鲜，打败美帝野心狼！,2,1
BILIBILI2,鸡因,保密,2020-10-16 12:10,娘炮明星,0,1
BILIBILI2,沃兰得_丽塔,男,2020-10-16 12:08,"“我不是中国人，我是世界人，我所拥有的权利不是中国给我的，是世界给我的”
  ——来自某位防弹粉丝",0,8
BILIBILI2,提提前,保密,2020-10-16 11:58,竟然还有人洗白，追个星脑子都不要了？？？这件事类似一个日本偶像团体领了一个叫东条英机的奖，然后发表了会铭记日本所受苦难的言论……他们有实力，但是有实力的爱豆千千万，国家只有一个，铭记历史，以史为鉴，面向未来。而不是为了爱豆篡改历史，抛弃最基本的立场，你爱豆作为韩国偶像都能公然参与政治，摆明自己的韩美立场，而个别粉丝还在谈娱乐，追星不学学他们的爱国情怀？先是个中国人，然后再是粉丝，如果真的爆发战争，你把自己献祭给你爱豆都没人管你，别恶心和拉别人下水就成，为他们花的钱正在成为打在中国人心上的子弹[无语][无语][无语]一想到我朋友很爱他们，曾经我也短暂的喜欢过，就恶心的我把隔夜饭都吐出来了[灵魂出窍][灵魂出窍][灵魂出窍],4,1
BILIBILI2,FIwhy,保密,2020-10-16 11:54,外交部队防弹少年团发言的评价：以史为鉴（老子以前能打你）、面向未来（不保证未来一定不揍你）、珍爱和平（你最好老实点）、促进友好（心里有点逼数），应该是我们共同的追求（我其实也不太想动手），值得我们共同努力（我揍不揍你取决于你的态度）,1,0
BILIBILI2,沃兰得_丽塔,男,2020-10-16 10:43,BV1fA41177tQ挂，大量删评,3,1
BILIBILI2,看清事实处于中立,女,2020-10-16 10:15,"【cp】#参考微评#【果然，美国还是出场了】#美国务院感谢防弹少年团#防弹少年团，一个多数国人并不那么熟悉的韩国娱乐圈明星组合，前几天因在颁奖典礼上的言论引爆中韩两国粉丝圈，甚至引来中韩外交部的回应。这种“出圈”之举，在令两国民间争论之余，美国国务院终于忍不住出场了，其发言人声称“感谢防弹少年团支持韩美关系”，满满的挑拨离间之意，充塞在字里行间。
        一段时期以来，只要是不利于中国及中外关系的任何风吹草动，都会浮现出美国人的身影。从这个意义上说，防弹少年团风波不过是美国人又捡到的一根靶子，我们不会任美胡来，但也没必要随之起舞。现在距离那场战争已经过去了七十年之久，中国外交部发言人在回应有关争议时已经明确表示，以史为鉴、面向未来、珍爱和平、促进友好，应该是我们共同的追求，值得我们共同努力。（十四心）#美国务院感谢防弹少年团支持韩美关系#【/cp】",2,26
BILIBILI2,小虫虫儿日记,保密,2020-10-16 10:14,恶心🤢,1,1
BILIBILI2,喜东东Q,女,2020-10-16 9:57,学历史是为了吸取教训 不是为了拉出来鞭尸（搬运）,1,1
BILIBILI2,i899k,女,2020-10-16 8:59,谢邀，没来过,0,1
BILIBILI2,Yourpaper,男,2020-10-16 7:48,"喜欢没关系，能明白。但给别人这样乱花钱就别了，自己多存些钱多为自己花和父母花，和朋友想怎么耍怎么耍不是更好么，把自己吃好喝好照顾好先。以前的人多希望自己能生在自给自足吃好喝好的一代。
喜欢一些争议很强很敏感的东西没关系，我也有在小心翼翼喜欢的东西。但我们一直给别人好处也就算了，可在别人对我们不利的时候也要给别人点教训啊，所以我是因为韩国才喜欢上白嫖的[dogee",1,0
BILIBILI2,琼海六哥,保密,2020-10-16 7:41,让“驻韩美军”去问候他们全家女性成员可好！,0,1
BILIBILI2,御坂12700号,男,2020-10-16 7:25,"洗地的小妹妹们赶紧换个国籍吧
棒子国超适合你们的[支持]",0,1
BILIBILI2,初音没来,保密,2020-10-16 5:39,防弹少年团的脑残粉还在洗地！令人作呕！还在B站疯狂投稿视频，防弹少年团粉丝都是卖国贼！,0,1
BILIBILI2,糖超级好吃,女,2020-10-16 4:46,up主看看微博吧 参考消息的微博,0,13
BILIBILI2,五金加一金,保密,2020-10-16 4:13,有防弹的nc粉米蛆想为了他们转国籍，他们以为转了国籍那些韩国人就会待见他们吗[疑惑]在中国人眼中他们是没良心的走狗，在韩国人眼中他们是不要b脸的舔狗，这他喵还是人吗[疑惑]彻彻底底的一条狗！,6,4
BILIBILI2,花蟹城堡,保密,2020-10-16 3:44,我支持，请所有rh公司艺人别来中国圈钱买营销，拿着中国百分之七八十的销量去吹世界，别当中国人全是nc！热搜也清理下，韩国人长在热搜上了，丢不丢人！,4,1
BILIBILI2,尚鬼鬼,保密,2020-10-16 1:48,北美红脖子也不会喜欢这种黄种人没有男性气概的娘炮团体，加上语言不通，他们在北美是没有任何市场的，我很奇怪他们搞这种政治化宣言的目的，就是为了失去饭碗嘛,0,0
BILIBILI2,人间之鉴,保密,2020-10-16 1:31,BV1fA41177tQ  这个人还在那洗地呢  无法无天了,0,1
BILIBILI2,天天辉耀,男,2020-10-16 0:54,封杀韩国杂碎,1,0
BILIBILI2,静倚楼栏望海,男,2020-10-16 0:27,支持！搞死棒子！封杀！,0,0
BILIBILI2,Mission_E,男,2020-10-15 18:39,讲真的……正经人有几个追星的啊[无语]就我个人来说，我今年25，毕业到现在工作两年，每天的生活都被工作，个人感情和家人挤得满满的[呆]我一个月挣8k只是刚够自己和女朋友的花销，网上大批追星族到底哪来那么多精力与金钱去追星的啊[疑惑]当然，富二代官二代除外……,4,2
BILIBILI2,木西もし,保密,2020-10-15 17:15,"康康
BV1EE411f732
BV1Hg4y1B7pj
BV1tD4y1d781
BV1kD4y1d775
可以点赞可以投币可以收藏",0,2
BILIBILI2,走夜路的小帅哥zy,保密,2020-10-15 16:31,真的是脑残粉永远比防弹的行为让人难以接受多了！这事一出来我就开麦骂的那些脑残粉！！恶心至极！！还有一大堆说“反正人家现在走欧美市场，不care中国”，拜托追星也要点脸吧，把自己作践的，那些脑残粉上赶着犯贱呢，不在乎中国市场我们也要给哥哥们送钱呢，脑残粉才是事情发酵的原罪！那些洗地的脑残粉估计没一个认真听过历史！！！！,7,0
BILIBILI2,桃酥话少女_,女,2020-10-15 16:09,看到这里一个个人被yxh带节奏就觉得好可怜啊这些人,2,13
BILIBILI2,Triangle7V,保密,2020-10-15 15:47,评论一个个意欲挑起中韩矛盾？原来这叫做铭记历史的爱国人士 爱了爱了,2,6
BILIBILI2,#NAME?,女,2020-10-15 14:34,[辣眼睛]好ex,0,0
BILIBILI2,本人姓球名地人,女,2020-10-15 13:10,立场重要？还是国家重要？什么比国家重要？,5,0
BILIBILI2,风城救世主Jiangsi,男,2020-10-15 13:00,追星也要有底线！,1,0
BILIBILI2,MatthaiosLiu,男,2020-10-15 11:48,范弗里特奖...无脑粉丝们知道什么是范弗里特弹药量吗？？,3,0
BILIBILI2,俞定延我的爱,男,2020-10-15 11:14,世界弹，中国造[偷笑],2,1
BILIBILI2,孩子一样的巨蟹,女,2020-10-15 11:07,我刚刚看了一个防弹最新的舞台视频，底下的言论让我触目惊心，太可怕了，完全都是被洗了脑了的，什么在这个时候留下来的都是一家人。唉真的可悲！防弹的屁股都歪成什么样子了，而且并没有任何回应，可见其多么不重视中国的这些粉丝，都巴不得给美国人舔**。平时骂nc，但是这种时候，面对这样一群人，已经无言以对。,21,8
BILIBILI2,可爱差,女,2020-10-15 10:53,糊糊糊糊糊糊糊,4,0
BILIBILI2,上古擒屎黄,保密,2020-10-15 10:40,好！,0,0
BILIBILI2,宋八万滚回去砸核桃,女,2020-10-15 9:29,求爆破 防弹的脑残粉👉https://space.bilibili.com/472510070?share_medium=android&amp;share_source=copy_link&amp;bbid=C7CBCFAD-EA36-4BE8-89E9-F0E93BE0D29A103057infoc&amp;ts=1602754085340,2,0
BILIBILI2,20906526779_bili,女,2020-10-15 8:00,有些粉丝说站在自己爱豆的立场这么说没问题，但是作为一个拥有众多中国粉丝的爱豆，他们并没有站在中国粉丝的立场思考说的话会带来什么影响，所以有些粉丝醒醒吧，赚钱的时候你就是最可爱的最好的，用完了你就啥也不是,4,0
BILIBILI2,咖啡大包子,保密,2020-10-15 7:08,他们根本不重视中国市场，中国粉丝市场对于他们来说一文不值，不然也不会发生这样的事。,3,0
BILIBILI2,希望与未来之光,保密,2020-10-15 5:29,丑人舔丑国,3,0
BILIBILI2,荔枝balck,女,2020-10-15 5:14,本质就是一群丑人，从来没觉得他们好看过,4,0
BILIBILI2,x夏沫,保密,2020-10-15 4:47,国家面前无偶像[微笑],1,0
BILIBILI2,梨梨梨梨OwO,女,2020-10-15 2:56,我们纪念抗美援朝不叫辱韩辱美，叫纪念反侵略胜利。,13,0
BILIBILI2,独行小散,男,2020-10-15 2:54,给防弹洗地的汉奸请滚出中国,8,0
BILIBILI2,你已被管理员踢出群,保密,2020-10-14 23:49,韩国人做添狗人家立场没是有问题，爱豆有国籍，中国粉丝没有国籍吗？是中国人就不应该继续粉这种韩国爱豆。爱豆上领奖 发政治感言 有没有想过为它花钱的中国粉丝？ 还不脱粉的脑残粉250换国籍吧。如果限韩令有期限 我希望是1万年。,7,0
BILIBILI2,哇哈哈爱王老吉,保密,2020-10-14 23:37,10月13日，韩国偶像团体防弹少年团发表涉及朝鲜战争的言论一事，该团体所属社BigHit相关负责人在接受采访时作出回应。 负责人表示，该团体演唱会视频长期在中国视频网站上非法流通，这严重侵犯了韩国的文化信息著作权，而中国网友将其有关韩国战争的言论扩大解释为政治言论，这种行为令人哭笑不得。,5,0
BILIBILI2,快点灯笼啊啊啊,保密,2020-10-14 20:52,不知道还能不能听到《韩流来袭》这首歌[歪嘴],0,0
BILIBILI2,有脸见人再出门,保密,2020-10-14 20:15,那些说人家压根没来中国的，你说对了，确实没来，请你为了更好的支持他们和被他们看的起甚至跪舔，改成韩国籍或者美国籍吧，也许有人早就想改了。上学时候政治课和历史课都睡过去了吧，不对，上过学没有，怕是义务教育的漏网之鱼吧。那兔抗美援朝的部分我看都不敢看，怕哭死。有的人却认为我们这是侵略，谁见过这么惨的侵略。有时候我真的希望那些没脑子的人话是真的，希望我们是个无耻之徒，抗日战争和抗美援朝都是我们发动的，虽然侵略不好，但至少没有受欺负。,21,2
BILIBILI2,世纪少年宫,保密,2020-10-14 19:45,bv1ra4y1j72f 终极舔狗,9,1
BILIBILI2,当帅气砸到头顶,保密,2020-10-14 17:53,没人说他的英语有口音吗？,0,0
BILIBILI2,_w--_,女,2020-10-14 17:12,"说实话，事实已经摆在我们面前了，咱该脱粉的脱粉，至于不想脱粉的就继续喜欢着吧！
也别费尽心思搁那抠字眼努力解释，没啥意义，事实就那样，怎样都改变不了，也别说脱了粉的都不是真爱都是假的之类的话，让人觉得好笑。我个人认为没啥好洗的，最近看了他们歌曲下面的评论，有说一起烂吧！一起臭吧，反正就这样了！   我真是被吓到了，追星追到这种疯狂的地步了？",3,0
BILIBILI2,淡淡的哀愁1,保密,2020-10-14 16:20,保护我大防弹，总有刁民想害朕，哥哥放心飞，阿米永相随[doge][doge][doge],0,0
BILIBILI2,Rosa_罗莎,女,2020-10-14 16:02,赶紧把微博取关了，,0,0
BILIBILI2,TREASURE给爷火,女,2020-10-14 15:47,"你哥哥28岁拿着中输80w张专辑钱折合金钱下来一亿多在纪念美国士兵，
岸英同志28岁永远留在了那个战场上，
伟人到最后孤家寡人的离开世界，
甚至没机会对儿子说一声你是我的骄傲。",50,0
BILIBILI2,28079520755_bili,保密,2020-10-14 15:26,事关中国主权，绝无回旋余地！,0,0
BILIBILI2,lovemoney,男,2020-10-14 15:01,bv1ra4y1j72f 大舔狗在这儿 高强度删评论 真是可以哦 希望大家都来支援支援评论！！！大家把这条顶上去，蟹蟹~,9,0
BILIBILI2,lovemoney,男,2020-10-14 14:36,bv1ra4y1j72f 大舔狗在这儿 大家来支援评论 这家伙删评论速度有点快哦！！！,3,0
BILIBILI2,kuqi染,保密,2020-10-14 14:11,兄弟们，顶上去，搜索防弹少年团播放量第二chubts小米删评论拉黑，和我冲了,1,0
BILIBILI2,人类道德伦理委员会,男,2020-10-14 14:09,中国速度！在抵制防弹少年团一事将毫无回旋的余地！,0,0
BILIBILI2,HOLOLlVE,保密,2020-10-14 14:01,BV1ra4y1j72f 一个12万粉的up，疯狂洗地删评诋毁志愿军。,1,0
BILIBILI2,国有才是正道,男,2020-10-14 13:59,https://t.bilibili.com/445653052250178806这里一堆汉奸,0,0
BILIBILI2,中国外交,保密,2020-10-14 13:57,狗东西,1,0
BILIBILI2,桑-C弱,保密,2020-10-14 13:53,你们说的这这防弹少年团他防弹吗,0,0
BILIBILI2,每次一次,女,2020-10-14 13:33,我很伤心 我不信队长这么聪明的一个人 会想不到说出这句话的含义 伤心吧,0,0
BILIBILI2,深夜开派对的怪兽,男,2020-10-14 13:29,防弹少年团死了,0,0
BILIBILI2,资本无祖国,保密,2020-10-14 13:06,你们都是从哪里知道的这个那个偶像团的，反正我每次知道跳舞的团都是在这类新闻里，我可能已经老了[doge],0,0
BILIBILI2,FAKEambitious,男,2020-10-14 12:59,恶心的美国舔狗滚啊,1,0
BILIBILI2,手拈茉莉,保密,2020-10-14 12:19,希望他们从此以后再也不会出现在中国的任何地方(包括网络)，出现就被骂被喷就像过节老鼠，希望他们以后事业一落千丈，希望他们在中国再也没有粉丝。,0,0
BILIBILI2,紫爱你花样年华,保密,2020-10-14 11:46,我可以说，本来想继续私下偷偷喜欢他们。今天公司出来解释说是粉丝原因，我决定脱粉了。真的。付出得不到回报。辱国最后把锅在扔给粉丝。我真的服了。我今天哭了一早上。 7年感情喂了狗了。拿钱养一只狗最后反咬一口自己一口，我还得自己去打狂犬疫苗，我冤不冤。无所谓。别人脱不脱我不知道，以后大黑家的艺人我都不会关注，以为大黑是良心公司。人品好。对艺人好，最后发现。那只是对欧美，，中国粉丝是个啥，就是个屁，我们诽谤。我们私自上传视频。辱了我的国还说我们的错。可以了，(;｀O´)o滚把，大黑，(;｀O´)o滚把方时赫，再见 完蛋少年团,2,0
BILIBILI2,等莲花开,保密,2020-10-14 11:39,就三千多个爱国者吗？[偷笑][呲牙]也怪不得不敢怼NBA粉丝了,0,0
BILIBILI2,源擎天,保密,2020-10-14 11:39,xdm来冲这个，中等强度删评+粉丝洗地 https://b23.tv/BV1cf4y1Q7pD,2,0
BILIBILI2,优良股顺才,保密,2020-10-14 10:43,我支持禁韩令！ 在此向各位同为中国人的哔站朋友们推荐几个rh营销号@伊莉莎白骨精@扒圈老鬼   特别是后者居然宣传韩国rh音乐剧给韩国人打钱韩国棒子滚出中国！,1,0
BILIBILI2,_帝國少女_,保密,2020-10-14 10:41,建议在座的各位去她家超话瞅瞅，你就会知道啥叫做想清理门户[无语],4,0
BILIBILI2,我是快乐的憨憨哦,保密,2020-10-14 9:35,https://space.bilibili.com/472510070/?share_source=copy_link&amp;share_medium=iphone&amp;bbid=Z6410A673F99A3844E5FB67EDE138F9DE899&amp;ts=1602668043。 这人还在粉呢,2,47
BILIBILI2,尗又尗又我口阝可,保密,2020-10-14 9:24,╮(￣▽￣)╭,0,0
BILIBILI2,我是小小君508,保密,2020-10-14 9:17,大家多多举报这个恶心团,2,0
