BILIBILI2,ID,EQUAL,DATE,COMMENTS,,
BILIBILI2,智天使-改,保密,2020-10-31 15:52,牺牲那么多都保护了些什么玩意,4,0
BILIBILI2,Hinata_sama_,男,2020-10-31 15:26,脱粉了脱粉了,2,0
BILIBILI2,老酒街VODKA,男,2020-10-31 15:25,我一个好朋友爷爷就是参加抗美援朝的五年前与世长辞，那个爷爷讲的故事真的让我们很感触，边讲边控制不住眼泪，我不允许他们犯这种低级错误也不允许，出现这种事情让我很恶心。,1,0
BILIBILI2,ksasks,保密,2020-10-31 15:22,出于不让偶像更招恨，那些粉丝表示“我们错了就是错了，我们不洗白”，你们是谁啊？错了你们替他们喊错，错了你们仍然站在一边，错了你们仍然视防弹为自己人称“我们”，你们是他们的妈妈吗？,5,0
BILIBILI2,再来一杯甜酒,女,2020-10-31 14:56,我同学还是很理智的，当即就脱粉了，国家面前无爱豆!,2,1
BILIBILI2,小乔儿Q,保密,2020-10-31 14:48,就这样这个团还有人洗，无语了,4,0
BILIBILI2,拿仔仔仔仔仔仔,女,2020-10-31 14:46,"说实在的
都这么回应了 怎么还会有粉丝跟我说
外交部都说了 以史为鉴 面向未来就收没事啊
🆘这个阅读理解🐂",16,0
BILIBILI2,武彦_祖,保密,2020-10-31 14:44,国外的奖项基本都有政治色彩，连诺贝尔都逃不过,3,0
BILIBILI2,星河有鹭起,保密,2020-10-31 14:19,超话还是照旧,1,0
BILIBILI2,loish__,保密,2020-10-31 14:18,为什么中国旁边这么多狗邻居,4,0
BILIBILI2,防弹和小档都是好孩子,女,2020-10-31 14:15,一直觉得，艺人不应该登上政治舞台，艺人不应该成为国家之间矛盾的集中点。可以脱粉，但是不要回踩了。你当初对他的喜欢是真的，也希望你能不负或者不后悔你的喜欢。,9,13
BILIBILI2,搞笑的月月鸟,男,2020-10-31 14:06,BTS本来就是主打欧美的，人家本来也没把国内市场当回事。,0,2
BILIBILI2,气到我了,保密,2020-10-31 12:55,呵呵那些饭还不是依旧喜欢他们，给他们送钱，[辣眼睛][辣眼睛],4,0
BILIBILI2,Huggggggg_,保密,2020-10-31 12:53,国家面前无爱豆,1,0
BILIBILI2,通灵小狼妖,保密,2020-10-31 11:28,几天没上网，防弹凉了？？？我一脸懵逼,0,1
BILIBILI2,尉容懿,女,2020-10-31 11:00,可怕的是超话里还有77万粉丝，最近还在给他们MAMA投票，怎么说呢，看到还有这样的同胞，挺悲哀的。如果将来有一天zhanzheng爆发，BTS这种偶像组合要是发表个呼吁参军，集资什么的，这些粉丝怕不是会叛变啊,16,2
BILIBILI2,ir-csx,保密,2020-10-31 10:49,从防弹事件报道开始，官媒回应，后面连续好几天官方媒体都在发抗美援朝的视频，暗示的是什么粉丝看不出来，还有个粉丝回答我说就是周年也没什么别的意思。是周年啊，但是提前发还连续发好几天我没见过，官媒不就是在暗示他们不认同吗？外交部回应是以史为鉴，珍爱和平，但这是在中国立场上的啊，你让一个国家外交部去攻击一个不知名的团体，丢大国的脸面。还有的粉丝说自己的先辈是抗美援朝，自己是红军家属可是相信他们，你对得起自己的祖宗吗？,9,0
BILIBILI2,ir-csx,保密,2020-10-31 10:37,"世界套，中国造。
八十万专辑，一亿人民币。
有的粉丝说，防弹没有来过中国活动？
我都还是在你们那里了解到的你们哥哥在中国的活动。
真的在乎，那么多阿米发邮件到现在都还没有回复？怕是今年过去都不会回复，就晾在哪里，结果最后你家哥哥还来割韭菜，粉丝又欢呼。",6,0
BILIBILI2,我本浪人17,女,2020-10-31 9:31,就在我准备把他们当做信仰，注入我接下来人生的生命中时，他们那场言论犹如一颗原子弹在我脑子里心里爆炸。我很喜欢他们，但是国家面前无偶像，我选择退出，很遗憾他们与我终究是无缘。我是一名中国人，脉搏跳动的是炽热的爱国心，血液里流淌着是祖国滚滚大江大河，勿忘历史牢记使命方得始终。,5,5
BILIBILI2,冥界天使2012,女,2020-10-31 7:31,一群外国戏子（无意冒犯戏子）好好跳你们的舞，玩马政治呢,4,0
BILIBILI2,我见青山多可爱,保密,2020-10-31 7:25,君埋泉下泥销骨，我寄人间雪满头,0,0
BILIBILI2,里维-利威尔,保密,2020-10-31 6:44,为什么不该骂[抠鼻][抠鼻],0,0
BILIBILI2,爱猫的尼尔,保密,2020-10-31 6:12,神佛教导人们和平，让世界充满爱。防弹…它们不配作为人，还神呢～哼(ノ=Д=)ノ┻━┻[辣眼睛],0,0
BILIBILI2,是Clair吖,保密,2020-10-31 5:44,有病吧有些说防弹是第二个xz的[辣眼睛][疑惑]xz再怎么也没有涉及到国家层面的吧,2,2
BILIBILI2,恭喜这个B站用户呀,女,2020-10-31 3:56,铭记历史,0,0
BILIBILI2,生瓜蛋子丶,保密,2020-10-31 3:08,在脑残粉的心里是爱豆面前无国家,5,0
BILIBILI2,小珞馨,女,2020-10-31 3:03,有本事就不要来中国赚钱，白眼狼，又吃人又羞人！滚出中国！,0,0
BILIBILI2,你是我的半,保密,2020-10-31 2:32,"在知乎上看到的
你的爱豆这么爱国，希望你也能像他们这么爱国",8,0
BILIBILI2,日日riri,保密,2020-10-31 2:11,真的挺难过的 喜欢了他们5年了 真的难过 也真的失望,2,1
BILIBILI2,cdsxxn,保密,2020-10-31 1:03,他们韩国人有他们自己国家的立场我觉得没啥毛病的，但是粉丝们？粉丝们自己的国家的立场去哪儿了？？？说白了他们直接这样表明立场不就是抛弃中国粉丝了呗，然而这边粉丝还上赶着去贴，只会让两边都觉得脑子不行。,4,0
BILIBILI2,三不三多,女,2020-10-30 23:38,作为曾经防弹的老粉丝，6年了。当初防弹少年团之所以叫防弹的原因就是为了挡住舆论和偏见，这倒好，他们挡住了舆论和偏见，已经不管中国粉丝了，我脱粉不是因为这次的事件，而是年初觉得他们已经不是从前那些单纯追梦的少年了，喜欢的可能是曾经他们那种向上的精神，而且早期大金链子的时候歌词写得很戳当时上高中时候的我。现在他们在韩国男团基本就是大势登顶了，简单总结：就是飘了,6,5
BILIBILI2,diudiu502,保密,2020-10-30 15:53,好家伙真就完蛋了,0,0
BILIBILI2,鼻毛弯弯,男,2020-10-30 12:41,没听说过这东西[doge],0,0
BILIBILI2,七号西洲_,女,2020-10-30 9:05,那么多血肉,3,0
BILIBILI2,如果假如有用x,保密,2020-10-30 7:08,怀疑你让我百度防弹少年团。,1,0
BILIBILI2,Hgknime,保密,2020-10-30 6:27,"理智嗷，
删嗷，别让我骂你
我只是颜值粉
笑死我了
[doge][doge][doge]
娱乐至死的玩意",3,0
BILIBILI2,IEV要慎独,保密,2020-10-30 4:21,[囧]他本来就是黑的，何来洗一说，难道他一个韩国组合要顾虑他国感受吗？多稀奇，说纪念抗美援朝才是新闻,0,1
BILIBILI2,飒基爱左基,女,2020-10-30 0:49,拿了这个奖，你们和中国就是世仇，别想来中国赚钱了,5,0
BILIBILI2,丨流离之木枯丨,保密,2020-10-29 23:54,双方历史课本上都不是同一个东西 说到底就不应该指望他们正视历史,0,0
BILIBILI2,扛着飞行甲板的猹尔斯,保密,2020-10-29 19:12,铭记历史！,0,0
BILIBILI2,妖姬点缀,女,2020-10-29 14:42,防弹超级在韩国超级火的，我室友都喜欢，但是除了脸还行，真的没感觉,2,4
BILIBILI2,初音ミクの战士,保密,2020-10-29 8:38,https://b23.tv/DqJ5hR还有人孝呢,7,0
BILIBILI2,从此AFK,女,2020-10-29 6:40,作为一个从小到大都不追星的人实在是没办法理解牲口到底是怎么想的,0,1
BILIBILI2,猫大酱酱,保密,2020-10-29 5:18,"不该骂
.
.
.该死[呲牙]",3,0
BILIBILI2,球群里的中华球,男,2020-10-29 4:04,"我爷那个时代的明星。
都是积极生产的模范，
都是为民说话的干部，
都是英勇战斗的战士，
都是为了我们的明天，
而牺牲了自己明天的英雄！
他们不该被记住吗？难道就是因为看的多了，我们就不该记住他们吗？难道他们所做的一切，还不如南朝鲜狗的狗脸吗？",2,0
BILIBILI2,避开_DynamieT,保密,2020-10-28 15:58,那领这个奖的人有点多,1,6
BILIBILI2,溟汣汣,女,2020-10-28 3:23,防弹粉丝不会也是🦐吧,5,0
BILIBILI2,大概没什么好看的,保密,2020-10-27 15:21,唉心情复杂 好朋友运气很差 两次追星都塌房子了 第一次是现在b站人人喊打的个人明星 第二次就是这个组合 唉,2,1
BILIBILI2,俞笙不负,男,2020-10-27 11:54,"请铭记历史！铭记抗美援朝战争中国人民志愿军伟大且正义的胜利！铭记英雄事迹！铭记上甘岭精神！铭记我的祖国！
所以请您认真了解，詹姆斯·奥尔沃德·范弗里特这个人对中国人民志愿军的伤害！所谓的“范弗里特奖”这个奖项的存在和颁奖领奖的组织团体或个人，到底对中国人民和中国人民军队抱有怎样的恶意！记住美韩军对中国人民志愿军的伤害！
革命烈士人民英雄邱少云、黄继光和他们的英勇事迹相信大家一定都耳熟能详。
1952年10月，为攻占391高地，打击盘踞在上甘岭的美国和韩国军队，中国人民志愿军第15军29师87团9连战士邱少云被选派参加潜伏部队，并担任了发起冲锋后扫除障碍的爆破任务。12日上午，敌机向他所在的潜伏区进行低空扫射，并投掷燃烧弹。火势蔓延到他身上，为了不暴露潜伏目标，邱少云同志任凭烈火烧焦身体也一动不动。他双手深深地插进泥土里，身体紧紧地贴着地面，直至生命最后一刻，壮烈牺牲，年仅26岁。
14日，联合国军开始向江原道金化郡上甘岭597.9高地和537.7北山高地发动疯狂进攻。19日晚，黄继光所在的第2营奉命向上甘岭右翼597.9高地发起反击。黄继光在进攻部队受到机枪连火力压制的时候负责爆破任务，他投掷了一枚手雷但是未能完成任务。最终他用身体挡住了敌人的地堡枪眼，黄继光同志用年轻的生命为部队开辟了胜利前进的道路，使得后续部队能够攻下597.9高地，年仅21岁。
而当时，我们的敌人，上甘岭战役联合国军的指挥官就是詹姆斯·奥尔沃德·范弗里特这个人！",3,0
BILIBILI2,少年不知ID贵呀,保密,2020-10-27 10:27,我会喜欢别的国家的明星歌手或者团体。但只要和立场有关，对不起，祖国是我深爱的地方，是我的信仰，其他的都得让步。,3,0
BILIBILI2,猫马杀鸡带师,男,2020-10-27 9:01,某种意义上来说，饭圈和邪教太像了[笑哭] 只要是粉丝不喜欢的 连央妈这种权威媒体都被他们视为营销号(逛了一圈网易云的评论得出的结论),10,0
BILIBILI2,秋末残雪TEL,保密,2020-10-27 7:25,啥防弹少年团，我咋不不知道有这个东西[微笑],0,0
BILIBILI2,渗透之分身,男,2020-10-27 5:56,脱粉了，真的气死了，妈的追了四年的防弹，辱华我真受不了 ，爱我中华，国家面前无爱豆。气死我了,7,0
BILIBILI2,熙_,保密,2020-10-27 5:22,我们可能听着刺耳，但是以他们自己国家的立场没什么问题,2,3
BILIBILI2,我的雷克塞萌萌哒,男,2020-10-27 4:49,防弹少年团，原谅我从来没听说过,0,0
BILIBILI2,剑魂李白手,保密,2020-10-27 4:42,我们有青年团,1,0
BILIBILI2,诛心当,男,2020-10-27 4:31,防弹娘炮团，哈哈哈哈哈哈哈,3,0
BILIBILI2,萧萧萧萧萧意,女,2020-10-27 4:29,他们粉丝还说是对家借题发挥[尴尬],1,0
BILIBILI2,去尼玛的百度app内打开,保密,2020-10-27 3:59,防弹少娘团的鸽鸽们是无睾的[滑稽],1,0
BILIBILI2,太阳依然在,男,2020-10-27 3:39,韩国必须死,2,0
BILIBILI2,cloudstones,男,2020-10-27 3:13,防弹少年团挺适合给萨德当形象大使,0,0
BILIBILI2,奈丹的锅茶,保密,2020-10-27 0:06,限韩令安排上，自己也赶紧培养一批能拿出手的实力派明星吧，我希望能看到更多更加阳刚、充满男性魅力的明星，没有贬低偏中性或女性化明星的意思，但应该警惕它成为主导审美，这关乎到一个国家年轻人的整体气质和精神面貌问题。现在80后和它之前的审美多还是偏阳刚的，但90之后就慢慢偏阴柔了。我觉得这与文化上对暴力 战斗 等男性向元素的限制过强有关，包括政治课本对国家军事方面的东西提的很少（不知道现在如何了）。现在国家发展处于关键期，从90这一代开始，越往后战争风险越大，家长不能一辈子保护孩子，而只有阳刚的主流审美才能保持年轻人的精神面貌，给我们更多面对未知灾难的自信与勇气。,5,5
BILIBILI2,手握轮回救世间,保密,2020-10-26 23:47,迷人心智的少年团,2,0
BILIBILI2,陌上尘开,保密,2020-10-26 23:35,追星追到没脑子,1,0
BILIBILI2,根红苗正小王同学,保密,2020-10-26 22:18,上甘岭 真的看哭我了,0,0
BILIBILI2,霜月引,女,2020-10-26 16:27,国家面前无爱豆！原来好感防弹，但现在不好意思了，国家面前无爱豆,3,0
BILIBILI2,Spades玲子,保密,2020-10-26 15:44,翻车了吧嘻嘻,3,1
BILIBILI2,铁制板凳腿,保密,2020-10-26 14:56,防弹的粉丝举个手，来我瞅瞅。吃屎了吗？九年义务教育没参加吗？,1,0
BILIBILI2,账号已注销,保密,2020-10-26 14:54,我们对棒子向来是王之蔑视[偷笑]气愤？哈哈，想多了。他们在战场上就是被吊打,2,0
BILIBILI2,该昵称到底有没有,男,2020-10-26 14:19,有多防弹？（拉栓）[微笑],3,0
BILIBILI2,仓小白,女,2020-10-26 13:43,有时候想想广电禁这禁那的也没有错，毕竟不是所有人都长了脑子[囧],7,0
BILIBILI2,睦州心侠,男,2020-10-26 12:16,美帝真的阴险,1,0
BILIBILI2,桐枫Phoenix,男,2020-10-26 12:13,手下败将哈哈哈哈哈，就这还能设奖？最佳败寇奖？,3,0
BILIBILI2,哦吼吼吼吼吼吼吼_,保密,2020-10-26 8:15,"https://b23.tv/pGKgZu路人对这件事的复盘
https://www.bilibili.com/read/cv8040430这件事的客观全瓜",6,3
BILIBILI2,火花手指队长,保密,2020-10-26 7:38,那个奖那个团我并没有多气愤，毕竟是美韩的，反而是国内有些粉，简直令我作呕,21,0
BILIBILI2,8御剑听风8,保密,2020-10-26 7:07,上甘岭战役不到四平方公里，190万炮弹，5000炸弹，想想都恐怖,3,0
BILIBILI2,和一道文字,男,2020-10-26 7:06,外国制裁我们，我会把气吞下，好好学习，天天向上，十几亿中国人也会同样，我们懂得自强，可是，当一些中国人，为了自己的韩国偶像，歪曲历史真相，口口声声要站在偶像的立场，可是，你是中国人，我们都是中国人，为什么不坚定中国人的立场？你说，不要用国家来捆绑个人的爱好取向，可是，你吃着中国粮，住着中国房，头顶是中国的天空，脚下是中国的大地，你安逸的生活全都归功于中国强大的经济和国防，然后，你告诉我们，你追星了，哦，这可以，你告诉我们，你追的是韩国的星，哦，这可以，你告诉我们，你追的是韩国的反华的明星，哦，这不可以！你可怜巴巴又怒气冲冲，反问为什么？，他们没有反华，他们只是坚持了自己国家的立场，我问你，你坚持的是什么立场，或许他们并无此意，只是听从公司安排，念一串台词，可是，当他们踏上领奖台，发表了反华言论，他们就成了工具，成了帝国主义反华的工具，试问你会亲吻向你砍过来的刀吗？你若能，我噤声，你问为什么？为什么要把你的国家和偶像进行二选一，你心乱了，好犹豫啊，可是，这个选择题不是送分的吗？比起生与死的选择，这个简直不值一提！七十年前，面对生与死，黄继光没有犹豫，邱少云没有犹豫，二十八岁的毛岸英没有犹豫，那些战死在抗美援朝的战场上的烈士全都没有犹豫，你在犹豫些什么？？？你反过来告诉你的同伴们，“春风马上会来，一切会好起来的”，可是，我告诉你，在冬天死亡的人，永远迎不来下一个春天！，回想冰天雪地的战场上，冻成冰雕的战士们，他们吹到了春风吗？，我不禁哽咽，七十年前的烈士们会不会问今天的我们：我们到底守护了什么？，他们守护了这个国家的未来，守护了今天的我们，可是，你呢？犹豫不决？我真的为那些守护者们感到痛心！！！,8,0
BILIBILI2,白石SUKI,保密,2020-10-26 7:04,我也是喜欢他们六七年的老阿米了，他们这样的言论，让我很失望。国家面前无idol，好自为之吧。,6,0
BILIBILI2,七月的仙仙酱,女,2020-10-26 6:59,微博上那些为防弹少年团辩解说话的sb们，看着就想吐唾沫。,12,0
BILIBILI2,走走停停mhw,保密,2020-10-26 6:35,微博上粉丝还在洗，这就尼玛离谱奥[吐],7,0
BILIBILI2,888他格外猖狂,男,2020-10-26 6:17,我觉得他们并没有辱华，只是不要脸而已,4,0
BILIBILI2,ivana喵,男,2020-10-26 5:40,当时看到bts拿这个奖我内心其实没啥波动，因为本来韩国人立场倾向于自己没啥问题，这操作不要中国市场就不要了呗。反正就一偶像团体，小姑娘喜欢而已，也不是啥上得了台面的。没想到，某些小姑娘还是照粉不误，看来平时历史政治作业嫌少了，没有是非观。,12,0
BILIBILI2,名字什么的都是屁,保密,2020-10-26 4:59,制作有央视新闻态度还不明确吗,4,0
BILIBILI2,聆落无,保密,2020-10-26 4:54,败军之将奖？,3,0
BILIBILI2,Kimbrough-Hawk,保密,2020-10-26 4:49,从来没喜欢过韩国明星，没感觉，也不追星,4,0
BILIBILI2,Yunki_309,保密,2020-10-26 4:35,该不该骂你来说[尴尬],1,1
BILIBILI2,王秒秒淼,男,2020-10-26 4:30,肯定防弹啊，美军拿着韩军当肉盾，可不是,1,0
BILIBILI2,天青时雨,保密,2020-10-26 4:11,不喜欢韩国！,2,2
BILIBILI2,费乐明,男,2020-10-26 3:45,苍蝇还是那群苍蝇，无论你换多少坨屎他们依然会往上扑的，限韩治标不治本，限制资本入侵扭曲青少年价值观才是根本。,4,0
BILIBILI2,花开富贵呀,保密,2020-10-26 3:43,我觉得还洗的粉丝可以直接去韩国找她们哥哥吧 中国她们住不下了 就服她们睁眼说瞎话能力 为了追星真是自己哪国人都忘了,2,0
BILIBILI2,MILAOWUUUU,保密,2020-10-26 3:19,无脑粉太可怕了(´-ω-`),0,0
BILIBILI2,白镜湖,女,2020-10-26 2:50,之间听都没听过这完蛋的鬼东西，现在，滚滚滚滚滚。,1,0
BILIBILI2,新赞赞赞赞,保密,2020-10-26 2:04,真的能防弹？？？我觉得需要检验一下,1,0
BILIBILI2,brian丶肆8肆,保密,2020-10-26 1:55,我寻思他们拿这个奖有啥毛病吗？站在他们的立场上,1,9
BILIBILI2,黑暗之星EXAM,男,2020-10-26 0:20,说白了就是精美分子奖,0,0
BILIBILI2,ZeloBaby1996,保密,2020-10-25 23:07,之前也是真心喜欢他们，看他们从寥寥无几的粉丝到在国际上大红大紫，从他们出道到花样年华时期的努力表现。他们一句话就毁了我对他们这些年的喜欢，怎么能忘了自己的初心去伤害喜欢他们的粉丝？虽然喜欢他们，但我还是在新闻发出那天就脱饭了，所有软件账号的头像都把他们换掉了。我没忘记自己是哪国人，没忘记中国几十年前的苦难，没忘记是哪国养我，让我享受现在的和平生活，也谢谢防弹少年团，把我打醒了，任何的偶像都比不上我的祖国好，他们根本不配比。总结一句话，很失望。,8,0
BILIBILI2,零点零毅分,保密,2020-10-25 22:34,不就是重复了一遍营销号的观点嘛,2,1
BILIBILI2,紫鸢浅溪,女,2020-10-25 19:02,我希望青少年儿童们永远记得中国近代史。,2,0
BILIBILI2,PEnG__-,保密,2020-10-25 19:00,你要问应该怎么骂,0,0
BILIBILI2,污污污污妖王开火车,男,2020-10-25 18:52,唉，可悲可愤的是，即便这样，已然有人粉有人舔，人为什么可以贱到这样。,4,0
BILIBILI2,Sabrina-rln,保密,2020-10-25 17:52,搁小说里，这个棒团就是给主角之间制造矛盾的炮灰，用来恶心对方一下，用完都不记得是谁的那种，关键这炮灰还上赶着去舔[喜极而泣],4,0
BILIBILI2,浪费六枚硬币改的昵称,女,2020-10-25 17:31,这件事最让人反感的其实是粉丝还在洗地 吐了,13,1
BILIBILI2,悄悄抱走艾拉,男,2020-10-25 17:11,最后一句话说的好！国家面前无爱豆，国家面前无vtb[OK],1,0
BILIBILI2,illloceyou,保密,2020-10-25 16:25,这样挺好的，不然一直装多累昂[微笑],2,0
BILIBILI2,木上有糖,女,2020-10-25 16:13,以史为鉴，珍爱和平。,0,0
BILIBILI2,海市霓虹,保密,2020-10-25 16:12,某种意义上来说，确实苦难深重[阴险],0,0
BILIBILI2,海贼王luffy当定了,保密,2020-10-25 16:10,建议各位up主，面对这种重要问题的视频，假如看到一些洗白视频直接拉黑，永除后患[tv_思考][tv_冷漠],1,0
BILIBILI2,衣少爷,保密,2020-10-25 16:04,点香火钱吧,0,0
BILIBILI2,bili_396868340,保密,2020-10-25 16:03,防弹？东风41试试您老能防吗？南棒的明星，也只能骗骗小女孩,1,0
BILIBILI2,天生掉下个林妹妹,保密,2020-10-25 15:20,看你们骂脑残粉真是爽，就该骂，不骂不知道姓甚名什了。,2,0
BILIBILI2,御剑溟夜,女,2020-10-25 15:19,我就想问谁是最可爱的人，是当年抗美援朝保家卫国的志愿军战士还是这群乳化的小白脸。然而不幸的是，🍚⭕️√和我说，是🇰🇷的割割们,2,0
BILIBILI2,杨土士,男,2020-10-25 15:15,国家面前无爱豆,0,0
BILIBILI2,viclikes,保密,2020-10-25 15:12,刚从另一个说她言论很客观的up那边过来（我觉得是在变相的洗白），看到好多粉丝说他们没脱粉，只是理智没发言，说很难过，防弹是他们平时的生活慰藉，骂他们就像在骂自己[捂脸]就觉得很不成熟的不脱粉的粉丝还是有很大一堆的,1,0
BILIBILI2,子柒栀子,女,2020-10-25 15:06,糊吧糊吧,0,0
BILIBILI2,爨爨灬烧,男,2020-10-25 15:04,我从来没有听过这个组合的一首歌,0,0
BILIBILI2,む霂う,女,2020-10-25 14:54,粉丝太可笑了  还在洗 真的多去学学历史 就知道他们说这种话 多没文化了,2,0
BILIBILI2,---嚣张---,保密,2020-10-25 14:43,各位看看我的收藏夹吧,1,0
BILIBILI2,三月薰风,保密,2020-10-25 14:19,可以出来战场上试试吗？这样的团体如果还有中国人粉，那他们就不能算我的同胞了,0,0
BILIBILI2,西泽佐纪,男,2020-10-25 14:12,没人能提醒粉丝消除自我感动理性看清。因为追星就像宗教，没有理智。有一些想明白脱离了，但总有新的降智的人补进这个团体。粉丝团体是完全的偶像的钱包。,2,0
BILIBILI2,NicetoEatYou-,保密,2020-10-25 14:11,南朝鲜人小气吧啦的样子,0,0
BILIBILI2,天天一旦,保密,2020-10-25 14:03,父子交流奖,1,0
BILIBILI2,沈栀泠,保密,2020-10-25 14:00,真的有那么防弹吗？我不信[doge],1,0
BILIBILI2,白砂海鹤,女,2020-10-25 13:50,网易云在那里感天动地的 我在我还爱呢[偷笑],3,0
BILIBILI2,一个体重九十多公斤,保密,2020-10-25 13:24,国家面前无爱豆,2,0
BILIBILI2,我叼很小,男,2020-10-25 13:12,照样有粉丝洗地,5,0
BILIBILI2,小号暗杀兵,男,2020-10-25 12:59,央视能不能给它们下架啊，封杀，要不然粉丝一直洗地，太勤快了,4,0
BILIBILI2,小号暗杀兵,男,2020-10-25 12:58,"范弗里特，血海深仇
这还能洗，简直没心",3,0
BILIBILI2,懒人每天都好累,女,2020-10-25 12:52,他们团粉丝是真的恶心，说了rh团一句，她们粉丝就洗白洗白，说不过就删回复加拉黑，笑死我了，果然是rh团出来的粉丝啊[呲牙][doge][大笑],3,0
BILIBILI2,小爷为了学习啊,保密,2020-10-25 12:30,辣鸡少年团,1,0
BILIBILI2,山中果果,保密,2020-10-25 12:13,国家面前无偶像，大是大非问题绝不能含糊。,1,0
BILIBILI2,黄粑哥,男,2020-10-25 12:09,科学无国界，但是科学家有！,0,0
BILIBILI2,指尖万物,保密,2020-10-25 12:02,我觉得他们连咱们的弹幕都防不住,0,0
BILIBILI2,十岁的阳光男孩,男,2020-10-25 11:46,网易云一堆xz搁那洗呢，都以为谁又请水军没事黑他哥哥了,7,0
BILIBILI2,Mr_Poi,男,2020-10-25 11:21,"同样是朝鲜
北边都洲际导弹了
南边还搁这防弹少年团，哈哈哈哈哈哈哈哈哈哈哈哈哈哈",1,0
BILIBILI2,雪碧mo有汽,男,2020-10-25 11:18,国家面前无偶像,2,0
BILIBILI2,birkinniuniu,保密,2020-10-25 11:17,其实讲真的，如果你作为韩国人发表言论就算了，关键是作为中国人来说，即使你是粉丝，也得态度放啊  不能为了追星都忘了自己姓什么？那就很可怕了。,0,0
BILIBILI2,油条_C,男,2020-10-25 11:14,防弹吗？拿把加特林扫扫看，看他们防不防弹？[生气][抠鼻][抠鼻],0,0
BILIBILI2,小白不白只是黑,保密,2020-10-25 11:08,不喜欢小鲜肉韩国欧巴只喜欢革命英雄功夫明星,0,0
BILIBILI2,从不损人,保密,2020-10-25 11:00,能被央视频频点名，这下是真出名了！,0,0
BILIBILI2,bili_15379600784,保密,2020-10-25 10:38,就烦中国一些人追韩星的，耻辱,1,0
BILIBILI2,雨与雪的孩子,男,2020-10-25 10:35,打仗没赢过，嘴硬没输过[抠鼻],2,0
BILIBILI2,瞿欢烨,保密,2020-10-25 10:32,冒出一群洗白的汉奸,1,0
BILIBILI2,树森鹿,男,2020-10-25 10:20,防弹？一枪撂倒。如果还动弹，再补一枪。,0,0
BILIBILI2,莘格飞啊飞啊飞,保密,2020-10-25 10:19,这种逻辑水平的up主也能这么多点赞吗？   果然蹭蹭热度 跟着主旋律走吃饭就是很香。 不是说我支持防弹少年团 而是他文不对题且根本没说到点子上,2,1
BILIBILI2,软饭硬吃曹da华,保密,2020-10-25 10:06,相比于这啥狗屁团，我更气那些跪舔的粉丝,1,0
BILIBILI2,冯诺伊曼,男,2020-10-25 9:58,我们中国人民志愿军挥洒异土的血怎么能让韩国戏子娘炮玷污！,0,0
BILIBILI2,我赢销号,保密,2020-10-25 9:48,我敢说，还是有一群中国人追着他们，打！,0,0
BILIBILI2,Joanna_Nicole,保密,2020-10-25 9:17,大寒冥国,1,0
BILIBILI2,吃甜不辣阿萨辛,保密,2020-10-25 9:13,用得着导弹我估计我们的重机枪就能秒了,0,0
BILIBILI2,可爱又能打ovo,女,2020-10-25 8:48,对这个团高中略有好感，现在只觉得恶心，爪巴！！[吐][吐][吐],1,0
BILIBILI2,DaybyDayTTV,女,2020-10-25 8:27,让我看看防弹的粉丝在哪里🧐,0,0
BILIBILI2,一只鸡智的饶罗翔,保密,2020-10-25 8:15,b站真低龄化了啊，不会独立思考的人这么多,0,0
BILIBILI2,我有上将军潘凤,男,2020-10-25 8:00,有些人一旦跪下就站不起来了,3,0
BILIBILI2,改名称只是手滑他蝶,保密,2020-10-25 7:54,为什么不能下架他们有关产品呢，这影响深入人心了，我感觉就跟被洗脑了一样,0,0
BILIBILI2,改名称只是手滑他蝶,保密,2020-10-25 7:53,没用，网易云评论那不仅有洗的，还有说爱咋样咋样的不耽误她买专辑送钱，我人看傻了,1,0
BILIBILI2,xiao银,男,2020-10-25 7:27,也许，我们需要树立一些红色的明星。这个世道不应该是想现在的戏子当道或者说是流量明星。比较，真正打起来的时候，这些所谓的明星跑不跑不知道，但是肯定不能救国。,0,0
BILIBILI2,小律律(´▽`ʃƪ),保密,2020-10-25 7:19,血海深仇！,1,0
BILIBILI2,弗拉基米尔-普小鲸,保密,2020-10-25 6:54,为啥学校里身边就没见过疯了的nc粉？可能正常人太多，她们也不敢现实里和人怼,0,0
BILIBILI2,贞德-辉夜,男,2020-10-25 6:52,"你看我的钱包有人民币吗？
                                          by防弹少年团",1,0
BILIBILI2,两点二十三,女,2020-10-25 6:38,防弹的粉丝们，这是事实了。拜托醒醒吧别听别的粉丝怎么说了，那些都是洗白，国家面前无偶像，请时刻记住你们是中国人啊,14,1
BILIBILI2,两点二十三,女,2020-10-25 6:37,以前有好感，还是白月光。现在退韩圈了，乱到无法坚定立场。国家面前无偶像！糊，给爷糊,6,1
BILIBILI2,35785398742_bili,保密,2020-10-25 6:15,甘愿做狗，你还跪舔几条狗，,3,0
BILIBILI2,胖虎家的肉酱,保密,2020-10-25 6:03,什么他娘的防弹少年团,3,0
BILIBILI2,调戏海棠的大鱼,男,2020-10-25 5:50,这话一出，他们最好人如其名，真的防弹！,0,0
BILIBILI2,柯拉克幻想,男,2020-10-25 5:45,防蛋少年团？一发152直接弹药殉爆蛋都给你崩没喽,5,0
BILIBILI2,華间酌,保密,2020-10-25 5:21,字词！饭圈大整！霞姐和防弹粉丝通通归零,3,0
